play_id,ExitVelocity,HitDistance,LaunchAngle,Year,PlayerName
bd22702e-aea1-480a-94f2-ecf8a24cb6fc,0,0,2,2025,Taylor Walls
630d5c5e-ae1b-4bf4-9044-3a13471d6a77,0,0,4,2025,Isaac Paredes
56942794-f417-4523-85e9-b88ed21c74cc,0,0,4,2025,Isaac Paredes
aa92c53f-5e86-4a38-97b2-09ae1250bfda,0,0,4,2025,Isaac Paredes
b542c95a-14c2-49fa-a49f-b17e0e66c5e5,0,0,4,2025,Isaac Paredes
3e999218-cf4c-412c-b423-3adf57e64ef8,0,0,4,2025,Isaac Paredes
53cdf2e2-6973-48db-b279-82d23065b7c4,0,0,4,2025,Isaac Paredes
f1b23f9d-1616-4890-a301-16bd6133e5d0,0,0,4,2025,Isaac Paredes
8e631f4d-0254-48ec-9f1a-fc5cacee273f,0,0,4,2025,Isaac Paredes
8daf79a2-a0ca-44a2-b2c9-eb808f8b4dea,0,0,4,2025,Isaac Paredes
c40f309b-edc3-4c5f-a88a-e856d2cec657,0,0,4,2025,Isaac Paredes
8b4b3e86-d8df-4d28-8ef9-a653cb3b23a4,0,0,4,2025,Isaac Paredes
89782093-f053-416f-9d9d-794e33b37fe4,0,0,4,2025,Isaac Paredes
554e843f-022f-4da3-af76-c9c5287d8792,0,0,4,2025,Isaac Paredes
db3cce1b-6c8a-4b55-8bfe-c278bdb0c62b,0,0,4,2025,Isaac Paredes
f4030484-d53d-4f01-8207-e093d07730c2,0,0,4,2025,Isaac Paredes
0367dd89-fb5d-4376-86fb-76ab218e9bf9,0,0,4,2025,Isaac Paredes
5ba4f9c3-1f85-4578-a391-0ea78bd349f5,0,0,2,2025,Harold Ramírez
a9ca4c31-621d-4079-ab39-f151ef91337e,0,30,0,2025,Christian Bethancourt
b3ef5c25-782d-494a-bbfd-fe52d978668a,0,30,0,2025,Christian Bethancourt
e08af96b-939c-4b33-9c77-06d1baad198d,0,30,0,2025,Christian Bethancourt
50227f4e-077e-4d89-b8e4-42bd296c7a43,0,30,0,2025,Christian Bethancourt
89291cd2-0a9f-40d7-abca-75c4b041bae9,0,30,0,2025,Christian Bethancourt
ed3eaedf-329e-45fe-b687-54e287f3b963,0,30,0,2025,Christian Bethancourt
e3eba4fb-1f7c-41a5-9891-6a7b3cef7f85,0,30,0,2025,Christian Bethancourt
0e70c5bc-a460-4678-9386-bafc380013cb,0,30,0,2025,Christian Bethancourt
9942d524-8ae8-4678-8709-229971a40762,0,30,0,2025,Christian Bethancourt
a2b9c72c-f8d1-4327-887d-aa51d58ac5ee,0,30,0,2025,Christian Bethancourt
100000,0,0,2,2025,Curtis Mead
4c808377-d855-4aac-930d-431304466a73,0,0,2,2025,Manuel Margot
c275bd25-1834-4b71-8ed6-febdc4835297,0,0,2,2025,Manuel Margot
f14d6c63-77cb-456a-aeed-928298b20b5a,0,0,2,2025,Manuel Margot
04be6673-ba43-4635-9286-13c89be807fe,0,0,2,2025,Manuel Margot
22054e9e-118e-4281-96fc-7aa315359d0d,0,0,2,2025,Manuel Margot
2bc85155-4da1-4c27-9a58-f911452d5a17,0,0,2,2025,Manuel Margot
b8315491-740b-45e8-a156-45228c9a1871,0,0,2,2025,Manuel Margot
a003aef2-46c9-4e5b-8ace-fd01131b6ef8,0,0,2,2025,Manuel Margot
07168e62-91eb-4e50-a361-c203ce056fd1,0,0,2,2025,Manuel Margot
960fc258-a698-4cc2-b3c9-9b14b67c8016,0,0,2,2025,Manuel Margot
ccd5339c-7975-40a4-b2cf-aa9859b7c2cb,0,0,2,2025,Manuel Margot
1c704b0f-6cf5-4209-b188-5a5df64e74ec,0,0,2,2025,Manuel Margot
cbeb1ed3-a884-4be4-aa8b-987e78824e56,0,0,2,2025,Manuel Margot
4c7d1465-51b0-452e-a3fe-406556a3f0df,0,0,2,2025,Manuel Margot
bdb4a4ec-f360-43a9-bc7b-15687223ddca,0,0,2,2025,Manuel Margot
108dcef2-496b-4248-bf43-dad03c84fcd7,0,0,2,2025,Manuel Margot
b7e98fe0-3630-48e1-af9f-54307bbc3f4c,0,0,2,2025,Jonathan Aranda
f0e5cb38-a660-4bf4-96b1-4be46b27adb8,0,0,2,2025,Jonathan Aranda
f4a1f248-ab75-40e6-940b-e2a3b62f93b4,0,0,2,2025,Jonathan Aranda
159295a3-8ed4-4499-9b01-b3f6f73634e9,0,0,2,2025,Jonathan Aranda
cb8ae22f-59b6-4cfb-8114-c4aa229718fe,0,0,2,2025,Jonathan Aranda
d32ee8a5-96e7-4a03-9ccc-a9b8c967fcc1,0,30,2,2025,Josh Lowe
aef7c6ae-ef55-478f-9fe9-925751a5913b,0,30,2,2025,Josh Lowe
759a858d-4668-4dbc-837a-e8ffdd5c2dbd,0,30,2,2025,Josh Lowe
a64c9be4-efb1-42fc-9454-8634ca565881,0,30,2,2025,Josh Lowe
778496a8-0ea7-4f57-bc02-e22ea68d4c87,0,30,2,2025,Josh Lowe
d5cf1535-f229-4eda-b55a-5892cca83b5e,0,30,2,2025,Josh Lowe
bbdbc582-bd2e-4f1b-ba57-cc868c4cef0b,0,30,2,2025,Josh Lowe
e4c370ea-c856-4bcf-bb1c-b05302a63c4f,0,30,2,2025,Josh Lowe
28174ae0-3587-4cdd-b653-3a10023f9aab,0,30,2,2025,Josh Lowe
8e65e649-9963-46ad-ad61-d98637343e20,0,0,0,2025,René Pinto
d26ae2e6-e8c1-4da9-8a48-4c96e3f73c4d,0,0,0,2025,René Pinto
f52527ff-bfc6-4817-b9ba-1e5f590c7575,0,0,0,2025,Raimel Tapia
ee472f70-a8b1-44d8-8aea-bd47259bd18f,0,30,0,2025,Yandy Díaz
3c547b1a-ed5e-4360-85a2-1c903cd1130b,0,30,0,2025,Yandy Díaz
c2535c3f-3661-4105-befb-e1a22ca1e5a4,0,30,0,2025,Yandy Díaz
b839ade3-6d71-44e3-8c9a-5dafeda7b500,0,30,0,2025,Yandy Díaz
6992d968-80c8-4e3e-a017-4704f4c5925a,0,30,0,2025,Yandy Díaz
5638662a-71a1-4fa7-b2f5-45a06e526c05,0,30,0,2025,Yandy Díaz
4dcb8e26-b2a3-433f-8135-4519ba46ec82,0,30,0,2025,Yandy Díaz
e349b31f-02f3-4471-9930-b7ed88ab27b9,0,30,0,2025,Yandy Díaz
f06bc094-78af-4b21-ac95-ab6360bbd9b9,0,30,0,2025,Yandy Díaz
c758f75a-4320-4dd0-ab60-9b34569b6de3,0,30,0,2025,Yandy Díaz
59f45037-59df-4b0c-aecc-db9469b20d08,0,30,0,2025,Yandy Díaz
c8dd5e5c-57b0-44ec-a93e-abfb1e433181,0,30,0,2025,Yandy Díaz
7678fba3-3883-4d95-8e29-7046ab342cce,0,0,2,2025,Junior Caminero
dee088a9-450d-4bfe-8c94-96e9157ab2d6,0,0,2,2025,Junior Caminero
c361a24c-4de5-4e15-b37f-30b31222087d,0,0,2,2025,Junior Caminero
0a00f52e-045f-43bb-b820-1818f579276f,0,0,2,2025,Junior Caminero
100001,0,0,0,2025,Cam Eden
7624ad86-ec6b-4b3d-a86a-8c6477707c19,0,0,4,2025,Bo Bichette
68fac7c3-d135-4f30-90fd-92e9c37a51a1,0,0,4,2025,Bo Bichette
167b7469-6677-45b7-832d-37212026279c,0,0,4,2025,Bo Bichette
1b1f60c2-b8c2-42f6-87c7-583b3d342698,0,0,4,2025,Bo Bichette
4941c3e1-b783-413c-9c1e-d93fb2cf96c3,0,0,4,2025,Daulton Varsho
a730a643-68a4-4fd0-9b40-5926aad00e75,0,0,4,2025,Daulton Varsho
3884da2a-2510-4adb-aa02-4ecec65ec78a,0,0,4,2025,Daulton Varsho
a9fcd0b1-acc2-447c-9648-315de80d4068,0,0,4,2025,Daulton Varsho
08fabe83-ef7b-42ab-8256-f1144a0d6ff7,0,0,4,2025,Daulton Varsho
345fff70-3320-409e-a5cf-b8a782c529c0,0,0,4,2025,Daulton Varsho
fc8f82fa-fd74-48bd-bdfc-2b9aa5eab764,0,0,4,2025,Daulton Varsho
14824331-77b0-4de7-84ab-1096ad1f45a4,0,0,4,2025,Daulton Varsho
669b4a16-cb3a-4fbf-97ac-bd959e15f74f,0,0,4,2025,Daulton Varsho
e2731878-e3ac-428b-9b21-d92350c1a6ce,0,0,4,2025,Daulton Varsho
cf85356c-fcf3-4af4-b323-072bbccf4f41,0,0,4,2025,Daulton Varsho
ad48e5c8-7391-4059-b260-3c0ad0bd814a,0,0,4,2025,Daulton Varsho
e33eb4c3-a4bb-4b82-be35-c074c7b2b498,0,0,4,2025,Daulton Varsho
1d4708fe-6c91-4fa9-bc30-79e8d9f72395,0,0,4,2025,Daulton Varsho
d49810c7-5c15-42ec-ae6c-6aff5870f36f,0,0,2,2025,Matt Chapman
396095c0-ce0a-44d9-a0ad-3e87cf1778c3,0,0,2,2025,Matt Chapman
85b61b30-ce02-4624-8b18-2cc8f048ed2d,0,0,2,2025,Matt Chapman
ceb8abcc-4c7b-4d52-b3cd-3244eebbecbe,0,0,2,2025,Matt Chapman
02805151-f75b-4165-9654-54a3f9efea24,0,0,2,2025,Matt Chapman
18a2e76f-80f2-4265-ac8e-2ea1dae4a726,0,0,2,2025,Matt Chapman
88a953ff-849e-4523-9c2a-85565cb3cd78,0,0,2,2025,Matt Chapman
c52fa09a-5dd5-4081-a25a-d52e1045144a,0,0,2,2025,Matt Chapman
8cb5b6c0-d509-439b-90be-783ad13e6097,0,0,2,2025,Matt Chapman
cbc0eb88-a0e4-47e1-bd06-f3957b3c6fe8,0,0,2,2025,Matt Chapman
d173733e-cb6d-4b85-8d37-6339c6bd226a,0,0,2,2025,Matt Chapman
7d0a6f11-f324-41af-a0fb-aeedea7992de,0,0,2,2025,Matt Chapman
324c977e-6c1d-41e5-a01b-2e65defc278e,0,0,2,2025,Matt Chapman
acd071a1-f19f-4f4e-b350-9b1521be2a2a,0,0,2,2025,Matt Chapman
6261356d-1b98-4367-912c-a70252f30f69,0,0,2,2025,Matt Chapman
93d24c90-3364-4c16-8f30-92ffed660b19,0,0,2,2025,Matt Chapman
54d1d2fa-4212-480f-ac8e-b8d5e7fa6475,0,0,2,2025,Matt Chapman
cdc65152-89fe-443c-b849-673b49a80d53,0,0,2,2025,Matt Chapman
2a750fc0-5fa4-49a3-b162-eaf65f58aca2,0,0,2,2025,Matt Chapman
0e40a291-af03-4982-a72f-c50cdfbc8a36,0,0,2,2025,Matt Chapman
69d751cd-b3c4-4142-86f1-172799149692,0,0,2,2025,Matt Chapman
f68fffa8-a234-4001-a758-9312b3251f8d,0,0,2,2025,Matt Chapman
0e8ca3dd-98d5-4025-995c-c9d0bf7b7373,0,0,2,2025,Matt Chapman
e8fcb50b-83f9-4da2-9582-4672d6959fcf,0,0,2,2025,Matt Chapman
c2cfad55-a088-42c4-b818-70e92e4788fe,0,0,2,2025,Matt Chapman
af96564b-e2c9-4cd0-b81c-55f84b25c3dc,0,0,2,2025,Matt Chapman
0a27e77d-8881-4f7e-87c1-6edf2875074a,0,0,2,2025,Matt Chapman
3b8c2ee2-42f4-4549-ab26-5638f6353c54,0,0,2,2025,Matt Chapman
796b4d27-aaeb-4b0f-94fd-c5b24af3e3fd,0,0,2,2025,Matt Chapman
45dd6dba-aeb5-4d49-af01-c07fd32c54b4,0,0,2,2025,Matt Chapman
a6d43df0-5a19-4df5-8aaf-31b1d52d3c77,0,0,2,2025,Matt Chapman
f1fafa5a-1bc6-4d2f-b212-31d6398c1bb7,0,0,2,2025,Matt Chapman
1a351577-6975-4fa4-b15e-d45ff28985aa,0,0,0,2025,Whit Merrifield
ab01f66e-d041-4303-9ba8-c481d77174df,0,0,0,2025,Whit Merrifield
69e6d666-f328-446c-bd8e-3372719b8f6b,0,0,0,2025,Whit Merrifield
90631049-3b02-40a1-b85f-6b7b7afb6d71,0,0,0,2025,Whit Merrifield
f1fa61d4-7a01-4938-89fd-0a0e4d06c26e,0,0,0,2025,Whit Merrifield
984bc3d4-37ec-4b9a-8089-dcaec7053728,0,0,0,2025,Whit Merrifield
